parameter_set_id,combo_index,ab_role,ab_source_parameter_set_id,min_return_bps,min_trades_since_t0,min_unique_buyers_since_t0,min_depth_bps,max_depth_bps,min_rebound_bps,min_buys,min_net_flow_reserve_ppm,run_count,candidate_count,expired_count,invalidated_count,rejected_count,trade_count,candidate_state_count,accounted_run_count,h5s_observable_n,h5s_p25_bps,h5s_p50_bps,h5s_p75_bps,h15s_observable_n,h15s_p25_bps,h15s_p50_bps,h15s_p75_bps,h30s_observable_n,h30s_p25_bps,h30s_p50_bps,h30s_p75_bps,h60s_observable_n,h60s_p25_bps,h60s_p50_bps,h60s_p75_bps,h2m_observable_n,h2m_p25_bps,h2m_p50_bps,h2m_p75_bps,h5m_observable_n,h5m_p25_bps,h5m_p50_bps,h5m_p75_bps,complete_5m_extrema_n,h15_observable_n,h15_p50_bps,h30_observable_n,h30_p50_bps,diagnostic_pareto_frontier
FP1-EXP0004-C-439-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU3-FL93000,439,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,3,93000,3901,1,3826,74,0,0,1,3901,1,788,788,788,1,636,636,636,1,526,526,526,0,,,,0,,,,0,,,,0,1,636,1,526,False
FP1-EXP0004-C-440-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU3-FL185000,440,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,3,185000,3901,0,3826,75,0,0,0,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-441-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU4-FL0,441,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,4,0,3901,4,3823,74,0,0,4,3901,2,-80,-80,277,2,-220,-220,120,2,-321,-321,966,0,,,,0,,,,0,,,,0,2,-220,2,-321,False
FP1-EXP0004-C-442-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU4-FL6000,442,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,4,6000,3901,3,3824,74,0,0,3,3901,2,-80,-80,277,2,-220,-220,120,2,-321,-321,966,0,,,,0,,,,0,,,,0,2,-220,2,-321,False
FP1-EXP0004-C-443-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU4-FL30000,443,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,4,30000,3901,3,3824,74,0,0,3,3901,2,-80,-80,277,2,-220,-220,120,2,-321,-321,966,0,,,,0,,,,0,,,,0,2,-220,2,-321,False
FP1-EXP0004-C-444-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU4-FL93000,444,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,4,93000,3901,1,3826,74,0,0,1,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-445-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU4-FL185000,445,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,4,185000,3901,0,3826,75,0,0,0,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-446-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU8-FL0,446,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,8,0,3901,1,3825,75,0,0,1,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-447-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU8-FL6000,447,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,8,6000,3901,1,3825,75,0,0,1,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-448-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU8-FL30000,448,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,8,30000,3901,0,3826,75,0,0,0,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-449-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU8-FL93000,449,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,8,93000,3901,0,3826,75,0,0,0,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-450-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU8-FL185000,450,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,8,185000,3901,0,3826,75,0,0,0,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-451-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU1-FL0,451,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,1,0,3901,52,3779,70,0,0,52,3901,26,26,443,1910,29,-153,154,2909,19,-621,529,3560,11,-253,4048,7437,9,-1958,1763,7115,3,-8869,-6374,-2551,3,29,154,19,529,False
FP1-EXP0004-C-452-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU1-FL6000,452,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,1,6000,3901,45,3781,75,0,0,45,3901,26,26,443,1910,25,-736,150,2148,17,-253,748,2519,10,-201,2818,7333,8,-2772,-253,7115,3,-9251,-6374,-2551,3,25,150,17,748,False
FP1-EXP0004-C-453-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU1-FL30000,453,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,1,30000,3901,30,3791,80,0,0,30,3901,17,5,205,1415,15,-736,78,1291,13,-621,517,960,6,1121,1339,6535,4,-2772,-2584,3349,1,-2551,-2551,-2551,1,15,78,13,517,False
FP1-EXP0004-C-454-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU1-FL93000,454,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,1,93000,3901,16,3799,86,0,0,16,3901,12,-250,270,1216,10,0,305,1115,9,-518,477,1119,5,356,1121,3046,3,-2772,-236,2213,0,,,,0,10,305,9,477,False
FP1-EXP0004-C-455-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU1-FL185000,455,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,1,185000,3901,5,3808,88,0,0,5,3901,4,-1931,-613,-326,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-456-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU2-FL0,456,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,2,0,3901,43,3783,75,0,0,43,3901,24,19,481,1863,23,-153,247,2909,17,-503,748,2224,10,-503,1121,7028,8,-2772,-1958,4192,3,-9251,-6374,-2551,3,23,247,17,748,True
FP1-EXP0004-C-457-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU2-FL6000,457,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,2,6000,3901,39,3785,77,0,0,39,3901,23,19,481,1863,21,-153,238,1581,15,-503,748,2224,9,-201,1339,7028,7,-2772,-503,7115,3,-9251,-6374,-2551,3,21,238,15,748,False
FP1-EXP0004-C-458-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU2-FL30000,458,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,2,30000,3901,29,3791,81,0,0,29,3901,16,-13,205,1225,14,-152,78,1291,12,-621,517,899,6,1121,1339,6535,4,-2772,-2584,3349,1,-2551,-2551,-2551,1,14,78,12,517,False
FP1-EXP0004-C-459-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU2-FL93000,459,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,2,93000,3901,16,3799,86,0,0,16,3901,12,-250,270,1216,10,0,305,1115,9,-518,477,1119,5,356,1121,3046,3,-2772,-236,2213,0,,,,0,10,305,9,477,False
FP1-EXP0004-C-460-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU2-FL185000,460,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,2,185000,3901,5,3808,88,0,0,5,3901,4,-1931,-613,-326,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-461-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU3-FL0,461,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,3,0,3901,30,3790,81,0,0,30,3901,23,1,396,790,18,-153,238,1520,13,22,526,1271,7,-2581,3620,7333,5,-2768,3759,7115,2,-6374,-6374,-2736,2,18,238,13,526,False
FP1-EXP0004-C-462-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU3-FL6000,462,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,3,6000,3901,28,3791,82,0,0,28,3901,22,79,447,1216,17,-153,256,1520,13,22,526,1271,7,-2581,3620,7333,5,-2768,3759,7115,2,-6374,-6374,-2736,2,17,256,13,526,False
FP1-EXP0004-C-463-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU3-FL30000,463,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,3,30000,3901,23,3793,85,0,0,23,3901,16,-13,270,1197,13,-520,78,681,12,-520,256,899,6,-2581,314,6535,4,-4375,-2768,3349,1,-2736,-2736,-2736,1,13,78,12,256,False
FP1-EXP0004-C-464-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU3-FL93000,464,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,3,93000,3901,15,3800,86,0,0,15,3901,12,-326,202,1089,10,0,305,1115,9,-518,477,1119,5,314,356,3046,3,-4375,-236,2213,0,,,,0,10,305,9,477,False
FP1-EXP0004-C-465-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU3-FL185000,465,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,3,185000,3901,5,3808,88,0,0,5,3901,4,-1931,-613,-326,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-466-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU4-FL0,466,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,4,0,3901,25,3791,85,0,0,25,3901,17,19,205,860,12,-624,-100,986,10,-171,620,1693,6,314,3214,6933,4,-3144,3349,7134,2,-6374,-6374,-3113,2,12,-100,10,620,False
FP1-EXP0004-C-467-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU4-FL6000,467,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,4,6000,3901,23,3793,85,0,0,23,3901,17,19,205,860,12,-624,-100,986,10,-171,620,1693,6,314,3214,6933,4,-3144,3349,7134,2,-6374,-6374,-3113,2,12,-100,10,620,False
FP1-EXP0004-C-468-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU4-FL30000,468,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,4,30000,3901,19,3795,87,0,0,19,3901,13,19,205,860,10,-277,-100,986,9,-277,620,1119,5,314,3214,5769,3,-3144,3349,7134,1,-3113,-3113,-3113,1,10,-100,9,620,False
FP1-EXP0004-C-469-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU4-FL93000,469,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,4,93000,3901,10,3802,89,0,0,10,3901,8,-250,202,860,5,305,681,1115,5,477,1119,1808,4,314,356,2403,2,-236,-236,1611,0,,,,0,5,681,5,1119,False
FP1-EXP0004-C-470-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU4-FL185000,470,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,4,185000,3901,3,3808,90,0,0,3,3901,3,-613,-326,860,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-471-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU8-FL0,471,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,8,0,3901,6,3804,91,0,0,6,3901,4,-613,-214,0,5,-133,250,483,4,-622,-338,826,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,5,250,4,-338,False
FP1-EXP0004-C-472-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU8-FL6000,472,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,8,6000,3901,6,3804,91,0,0,6,3901,4,-613,-214,0,5,-133,250,483,4,-622,-338,826,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,5,250,4,-338,False
FP1-EXP0004-C-473-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU8-FL30000,473,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,8,30000,3901,5,3805,91,0,0,5,3901,4,-613,-214,0,5,-133,250,483,4,-622,-338,826,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,5,250,4,-338,False
FP1-EXP0004-C-474-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU8-FL93000,474,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,8,93000,3901,4,3806,91,0,0,4,3901,4,-613,-214,80,4,-569,250,410,4,-622,-338,-327,3,-394,-77,4047,1,-779,-779,-779,0,,,,0,4,250,4,-338,False
FP1-EXP0004-C-475-ROBUST_3-R5000-T3-U2-PD2500-6500-RB200-BU8-FL185000,475,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,200,8,185000,3901,1,3809,91,0,0,1,3901,1,-613,-613,-613,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-476-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU1-FL0,476,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,1,0,3901,48,3781,72,0,0,48,3901,22,5,370,2010,24,-736,150,2909,19,-810,517,2519,11,-503,3620,7437,9,-1958,1763,7115,3,-8869,-6374,-2551,3,24,150,19,517,False
FP1-EXP0004-C-477-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU1-FL6000,477,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,1,6000,3901,42,3783,76,0,0,42,3901,22,5,370,2010,20,-1175,0,1291,17,-503,748,2378,10,-201,1339,7333,8,-2772,-503,7115,3,-9251,-6374,-2551,3,20,0,17,748,False
FP1-EXP0004-C-478-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU1-FL30000,478,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,1,30000,3901,30,3791,80,0,0,30,3901,18,5,205,1415,15,-736,78,1291,13,-520,517,960,6,1121,1339,6535,4,-2772,-2584,3349,1,-2551,-2551,-2551,1,15,78,13,517,False
FP1-EXP0004-C-479-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU1-FL93000,479,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,1,93000,3901,16,3799,86,0,0,16,3901,12,-250,270,1216,10,0,305,1115,9,-518,477,1119,5,356,1121,3046,3,-2772,-236,2213,0,,,,0,10,305,9,477,False
FP1-EXP0004-C-480-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU1-FL185000,480,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,1,185000,3901,5,3808,88,0,0,5,3901,4,-1931,-613,-326,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-481-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU2-FL0,481,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,2,0,3901,41,3785,75,0,0,41,3901,22,19,396,2142,20,-1175,150,1863,17,-503,748,2224,10,-503,1121,7028,8,-2772,-1958,3759,3,-9251,-6374,-2551,3,20,150,17,748,False
FP1-EXP0004-C-482-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU2-FL6000,482,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,2,6000,3901,37,3787,77,0,0,37,3901,21,19,396,1863,18,-1175,0,1581,15,-503,748,2224,9,-201,1339,7028,7,-2772,-503,7115,3,-9251,-6374,-2551,3,18,0,15,748,False
FP1-EXP0004-C-483-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU2-FL30000,483,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,2,30000,3901,29,3791,81,0,0,29,3901,17,19,481,1225,14,-520,78,1291,12,-520,517,899,6,1121,1339,6535,4,-2772,-2584,3349,1,-2551,-2551,-2551,1,14,78,12,517,False
FP1-EXP0004-C-484-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU2-FL93000,484,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,2,93000,3901,16,3799,86,0,0,16,3901,12,-250,270,1216,10,0,305,1115,9,-518,477,1119,5,356,1121,3046,3,-2772,-236,2213,0,,,,0,10,305,9,477,False
FP1-EXP0004-C-485-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU2-FL185000,485,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,2,185000,3901,5,3808,88,0,0,5,3901,4,-1931,-613,-326,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-486-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU3-FL0,486,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,3,0,3901,28,3792,81,0,0,28,3901,21,1,370,788,15,-398,256,1520,13,22,526,1119,7,-2581,3620,7333,5,-2768,3759,7115,2,-6374,-6374,-2736,2,15,256,13,526,False
FP1-EXP0004-C-487-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU3-FL6000,487,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,3,6000,3901,26,3793,82,0,0,26,3901,20,19,396,1216,15,-624,256,1520,13,22,526,1119,7,-2581,3620,7333,5,-2768,3759,7115,2,-6374,-6374,-2736,2,15,256,13,526,False
FP1-EXP0004-C-488-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU3-FL30000,488,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,3,30000,3901,23,3793,85,0,0,23,3901,16,-13,270,1197,13,-520,78,681,12,-520,256,899,6,-2581,314,6535,4,-4375,-2768,3349,1,-2736,-2736,-2736,1,13,78,12,256,False
FP1-EXP0004-C-489-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU3-FL93000,489,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,3,93000,3901,15,3800,86,0,0,15,3901,12,-326,202,1089,10,0,305,1115,9,-518,477,1119,5,314,356,3046,3,-4375,-236,2213,0,,,,0,10,305,9,477,False
FP1-EXP0004-C-490-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU3-FL185000,490,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,3,185000,3901,5,3808,88,0,0,5,3901,4,-1931,-613,-326,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-491-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU4-FL0,491,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,4,0,3901,24,3792,85,0,0,24,3901,16,-13,205,860,12,-624,-100,986,10,-171,620,1693,6,314,3214,6933,4,-3144,3349,7134,2,-6374,-6374,-3113,2,12,-100,10,620,False
FP1-EXP0004-C-492-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU4-FL6000,492,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,4,6000,3901,22,3794,85,0,0,22,3901,16,-13,205,860,12,-624,-100,986,10,-171,620,1693,6,314,3214,6933,4,-3144,3349,7134,2,-6374,-6374,-3113,2,12,-100,10,620,False
FP1-EXP0004-C-493-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU4-FL30000,493,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,4,30000,3901,19,3795,87,0,0,19,3901,13,19,205,860,10,-277,-100,986,9,-277,620,1119,5,314,3214,5769,3,-3144,3349,7134,1,-3113,-3113,-3113,1,10,-100,9,620,False
FP1-EXP0004-C-494-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU4-FL93000,494,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,4,93000,3901,10,3802,89,0,0,10,3901,8,-250,202,860,5,305,681,1115,5,477,1119,1808,4,314,356,2403,2,-236,-236,1611,0,,,,0,5,681,5,1119,False
FP1-EXP0004-C-495-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU4-FL185000,495,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,4,185000,3901,3,3808,90,0,0,3,3901,3,-613,-326,860,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-496-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU8-FL0,496,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,8,0,3901,6,3804,91,0,0,6,3901,4,-613,-214,0,5,-133,250,483,4,-622,-338,826,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,5,250,4,-338,False
FP1-EXP0004-C-497-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU8-FL6000,497,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,8,6000,3901,6,3804,91,0,0,6,3901,4,-613,-214,0,5,-133,250,483,4,-622,-338,826,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,5,250,4,-338,False
FP1-EXP0004-C-498-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU8-FL30000,498,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,8,30000,3901,5,3805,91,0,0,5,3901,4,-613,-214,0,5,-133,250,483,4,-622,-338,826,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,5,250,4,-338,False
FP1-EXP0004-C-499-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU8-FL93000,499,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,8,93000,3901,4,3806,91,0,0,4,3901,4,-613,-214,80,4,-569,250,410,4,-622,-338,-327,3,-394,-77,4047,1,-779,-779,-779,0,,,,0,4,250,4,-338,False
FP1-EXP0004-C-500-ROBUST_3-R5000-T3-U2-PD2500-6500-RB500-BU8-FL185000,500,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,500,8,185000,3901,1,3809,91,0,0,1,3901,1,-613,-613,-613,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-501-ROBUST_3-R5000-T3-U2-PD2500-6500-RB800-BU1-FL0,501,ROBUST_3,FP1-EXP0003-B-072-ROBUST_3-R5000-T3-U2-PD2500-6500,5000,3,2,2500,6500,800,1,0,3901,47,3782,72,0,0,47,3901,22,5,315,2010,22,-153,150,2557,16,-810,620,2519,10,314,3214,7437,8,-2584,1763,7134,3,-8869,-6374,-2551,3,22,150,16,620,False
