parameter_set_id,combo_index,ab_role,ab_source_parameter_set_id,min_return_bps,min_trades_since_t0,min_unique_buyers_since_t0,min_depth_bps,max_depth_bps,min_rebound_bps,min_buys,min_net_flow_reserve_ppm,run_count,candidate_count,expired_count,invalidated_count,rejected_count,trade_count,candidate_state_count,accounted_run_count,h5s_observable_n,h5s_p25_bps,h5s_p50_bps,h5s_p75_bps,h15s_observable_n,h15s_p25_bps,h15s_p50_bps,h15s_p75_bps,h30s_observable_n,h30s_p25_bps,h30s_p50_bps,h30s_p75_bps,h60s_observable_n,h60s_p25_bps,h60s_p50_bps,h60s_p75_bps,h2m_observable_n,h2m_p25_bps,h2m_p50_bps,h2m_p75_bps,h5m_observable_n,h5m_p25_bps,h5m_p50_bps,h5m_p75_bps,complete_5m_extrema_n,h15_observable_n,h15_p50_bps,h30_observable_n,h30_p50_bps,diagnostic_pareto_frontier
FP1-EXP0004-C-185-ROBUST_1-R1500-T5-U9-PD2500-6500-RB500-BU2-FL185000,185,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,500,2,185000,3901,3,3835,63,0,0,3,3901,3,-613,-326,860,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-186-ROBUST_1-R1500-T5-U9-PD2500-6500-RB500-BU3-FL0,186,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,500,3,0,3901,30,3814,57,0,0,30,3901,24,97,396,788,15,-9,387,721,11,22,526,899,5,314,3620,6535,3,-2768,3759,7115,1,-2736,-2736,-2736,1,15,387,11,526,False
FP1-EXP0004-C-187-ROBUST_1-R1500-T5-U9-PD2500-6500-RB500-BU3-FL6000,187,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,500,3,6000,3901,29,3815,57,0,0,29,3901,24,195,481,1089,16,-100,256,681,12,-171,256,872,5,314,3620,6535,3,-2768,3759,7115,1,-2736,-2736,-2736,1,16,256,12,256,False
FP1-EXP0004-C-188-ROBUST_1-R1500-T5-U9-PD2500-6500-RB500-BU3-FL30000,188,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,500,3,30000,3901,29,3815,57,0,0,29,3901,21,135,547,1197,16,-196,84,636,13,-96,256,652,5,314,3214,6535,3,-2768,3349,7134,1,-2736,-2736,-2736,1,16,84,13,256,False
FP1-EXP0004-C-189-ROBUST_1-R1500-T5-U9-PD2500-6500-RB500-BU3-FL93000,189,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,500,3,93000,3901,15,3826,60,0,0,15,3901,12,-250,270,1089,10,144,636,1080,8,-518,526,1119,4,314,356,3046,2,-236,-236,2213,0,,,,0,10,636,8,526,False
FP1-EXP0004-C-190-ROBUST_1-R1500-T5-U9-PD2500-6500-RB500-BU3-FL185000,190,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,500,3,185000,3901,3,3835,63,0,0,3,3901,3,-613,-326,860,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-191-ROBUST_1-R1500-T5-U9-PD2500-6500-RB500-BU4-FL0,191,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,500,4,0,3901,26,3818,57,0,0,26,3901,18,97,401,986,12,-277,78,721,11,-277,-47,899,5,314,3214,5769,3,-3144,3349,7134,1,-3113,-3113,-3113,1,12,78,11,-47,False
FP1-EXP0004-C-192-ROBUST_1-R1500-T5-U9-PD2500-6500-RB500-BU4-FL6000,192,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,500,4,6000,3901,24,3820,57,0,0,24,3901,18,97,401,986,12,-277,78,721,11,-277,-47,899,5,314,3214,5769,3,-3144,3349,7134,1,-3113,-3113,-3113,1,12,78,11,-47,False
FP1-EXP0004-C-193-ROBUST_1-R1500-T5-U9-PD2500-6500-RB500-BU4-FL30000,193,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,500,4,30000,3901,24,3820,57,0,0,24,3901,17,97,401,986,12,-277,-100,681,11,-321,-47,899,5,314,3214,5769,3,-3144,3349,7134,1,-3113,-3113,-3113,1,12,-100,11,-47,False
FP1-EXP0004-C-194-ROBUST_1-R1500-T5-U9-PD2500-6500-RB500-BU4-FL93000,194,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,500,4,93000,3901,12,3828,61,0,0,12,3901,9,144,270,860,6,305,681,1080,5,929,1119,1808,4,314,356,2403,2,-236,-236,1611,0,,,,0,6,681,5,1119,False
FP1-EXP0004-C-195-ROBUST_1-R1500-T5-U9-PD2500-6500-RB500-BU4-FL185000,195,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,500,4,185000,3901,3,3835,63,0,0,3,3901,3,-613,-326,860,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-196-ROBUST_1-R1500-T5-U9-PD2500-6500-RB500-BU8-FL0,196,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,500,8,0,3901,9,3830,62,0,0,9,3901,6,-466,-214,135,7,-357,-133,1080,5,-622,826,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,7,-133,5,826,False
FP1-EXP0004-C-197-ROBUST_1-R1500-T5-U9-PD2500-6500-RB500-BU8-FL6000,197,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,500,8,6000,3901,9,3830,62,0,0,9,3901,6,-466,-214,135,7,-357,-133,1080,5,-622,826,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,7,-133,5,826,False
FP1-EXP0004-C-198-ROBUST_1-R1500-T5-U9-PD2500-6500-RB500-BU8-FL30000,198,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,500,8,30000,3901,9,3830,62,0,0,9,3901,6,-466,-214,135,7,-357,-133,1080,5,-622,826,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,7,-133,5,826,False
FP1-EXP0004-C-199-ROBUST_1-R1500-T5-U9-PD2500-6500-RB500-BU8-FL93000,199,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,500,8,93000,3901,6,3832,63,0,0,6,3901,5,-466,-214,80,5,-357,410,1080,4,-622,-327,929,3,-394,-77,4047,1,-779,-779,-779,0,,,,0,5,410,4,-327,False
FP1-EXP0004-C-200-ROBUST_1-R1500-T5-U9-PD2500-6500-RB500-BU8-FL185000,200,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,500,8,185000,3901,1,3836,64,0,0,1,3901,1,-613,-613,-613,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-201-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU1-FL0,201,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,1,0,3901,36,3811,54,0,0,36,3901,27,26,315,1089,21,-100,150,1215,13,-484,517,899,5,314,3214,6933,3,-2584,3349,7134,1,-2551,-2551,-2551,1,21,150,13,517,False
FP1-EXP0004-C-202-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU1-FL6000,202,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,1,6000,3901,36,3811,54,0,0,36,3901,27,26,315,1089,21,-100,150,1215,13,-484,517,899,5,314,3214,6933,3,-2584,3349,7134,1,-2551,-2551,-2551,1,21,150,13,517,False
FP1-EXP0004-C-203-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU1-FL30000,203,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,1,30000,3901,34,3813,54,0,0,34,3901,25,97,364,1149,22,-196,84,741,15,-520,22,899,5,314,3214,6535,3,-2584,3349,7134,1,-2551,-2551,-2551,1,22,84,15,22,False
FP1-EXP0004-C-204-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU1-FL93000,204,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,1,93000,3901,15,3826,60,0,0,15,3901,12,-250,270,1089,10,144,636,1080,8,-518,526,1119,4,314,356,3046,2,-236,-236,2213,0,,,,0,10,636,8,526,False
FP1-EXP0004-C-205-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU1-FL185000,205,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,1,185000,3901,3,3835,63,0,0,3,3901,3,-613,-326,860,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-206-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU2-FL0,206,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,2,0,3901,35,3811,55,0,0,35,3901,25,84,364,1089,20,-100,150,741,12,-484,517,899,5,314,3214,6933,3,-2584,3349,7134,1,-2551,-2551,-2551,1,20,150,12,517,False
FP1-EXP0004-C-207-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU2-FL6000,207,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,2,6000,3901,34,3812,55,0,0,34,3901,25,84,364,1089,20,-100,150,741,12,-484,517,899,5,314,3214,6933,3,-2584,3349,7134,1,-2551,-2551,-2551,1,20,150,12,517,False
FP1-EXP0004-C-208-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU2-FL30000,208,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,2,30000,3901,33,3813,55,0,0,33,3901,24,97,364,1089,21,-100,150,681,14,-484,22,875,5,314,3214,6535,3,-2584,3349,7134,1,-2551,-2551,-2551,1,21,150,14,22,False
FP1-EXP0004-C-209-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU2-FL93000,209,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,2,93000,3901,15,3826,60,0,0,15,3901,12,-250,270,1089,10,144,636,1080,8,-518,526,1119,4,314,356,3046,2,-236,-236,2213,0,,,,0,10,636,8,526,False
FP1-EXP0004-C-210-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU2-FL185000,210,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,2,185000,3901,3,3835,63,0,0,3,3901,3,-613,-326,860,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-211-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU3-FL0,211,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,3,0,3901,30,3814,57,0,0,30,3901,20,84,481,1149,15,0,209,721,12,-96,256,875,5,314,3214,6535,3,-2768,3349,7134,1,-2736,-2736,-2736,1,15,209,12,256,False
FP1-EXP0004-C-212-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU3-FL6000,212,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,3,6000,3901,29,3815,57,0,0,29,3901,20,97,528,1197,16,-100,190,681,13,-96,256,875,5,314,3214,6535,3,-2768,3349,7134,1,-2736,-2736,-2736,1,16,190,13,256,False
FP1-EXP0004-C-213-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU3-FL30000,213,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,3,30000,3901,29,3815,57,0,0,29,3901,20,97,481,1197,16,-196,84,636,13,-96,256,875,5,314,3214,6535,3,-2768,3349,7134,1,-2736,-2736,-2736,1,16,84,13,256,False
FP1-EXP0004-C-214-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU3-FL93000,214,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,3,93000,3901,15,3826,60,0,0,15,3901,12,-250,270,1089,10,144,636,1080,8,-518,526,1119,4,314,356,3046,2,-236,-236,2213,0,,,,0,10,636,8,526,False
FP1-EXP0004-C-215-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU3-FL185000,215,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,3,185000,3901,3,3835,63,0,0,3,3901,3,-613,-326,860,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-216-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU4-FL0,216,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,4,0,3901,26,3818,57,0,0,26,3901,17,97,481,986,12,-277,78,721,11,-321,-47,899,5,314,3214,5769,3,-3144,3349,7134,1,-3113,-3113,-3113,1,12,78,11,-47,False
FP1-EXP0004-C-217-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU4-FL6000,217,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,4,6000,3901,24,3820,57,0,0,24,3901,17,97,481,986,12,-277,78,721,11,-321,-47,899,5,314,3214,5769,3,-3144,3349,7134,1,-3113,-3113,-3113,1,12,78,11,-47,False
FP1-EXP0004-C-218-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU4-FL30000,218,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,4,30000,3901,24,3820,57,0,0,24,3901,17,97,401,986,12,-277,-100,681,11,-321,-47,899,5,314,3214,5769,3,-3144,3349,7134,1,-3113,-3113,-3113,1,12,-100,11,-47,False
FP1-EXP0004-C-219-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU4-FL93000,219,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,4,93000,3901,12,3828,61,0,0,12,3901,9,144,270,860,6,305,681,1080,5,929,1119,1808,4,314,356,2403,2,-236,-236,1611,0,,,,0,6,681,5,1119,False
FP1-EXP0004-C-220-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU4-FL185000,220,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,4,185000,3901,3,3835,63,0,0,3,3901,3,-613,-326,860,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-221-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU8-FL0,221,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,8,0,3901,9,3830,62,0,0,9,3901,6,-466,-214,135,7,-357,-133,1080,5,-622,826,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,7,-133,5,826,False
FP1-EXP0004-C-222-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU8-FL6000,222,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,8,6000,3901,9,3830,62,0,0,9,3901,6,-466,-214,135,7,-357,-133,1080,5,-622,826,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,7,-133,5,826,False
FP1-EXP0004-C-223-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU8-FL30000,223,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,8,30000,3901,9,3830,62,0,0,9,3901,6,-466,-214,135,7,-357,-133,1080,5,-622,826,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,7,-133,5,826,False
FP1-EXP0004-C-224-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU8-FL93000,224,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,8,93000,3901,6,3832,63,0,0,6,3901,5,-466,-214,80,5,-357,410,1080,4,-622,-327,929,3,-394,-77,4047,1,-779,-779,-779,0,,,,0,5,410,4,-327,False
FP1-EXP0004-C-225-ROBUST_1-R1500-T5-U9-PD2500-6500-RB800-BU8-FL185000,225,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,800,8,185000,3901,1,3836,64,0,0,1,3901,1,-613,-613,-613,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-226-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU1-FL0,226,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,1,0,3901,23,3822,56,0,0,23,3901,19,0,371,1323,12,0,483,1508,9,22,587,1412,4,-1272,-10,4950,2,5,5,4527,0,,,,0,12,483,9,587,False
FP1-EXP0004-C-227-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU1-FL6000,227,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,1,6000,3901,22,3823,56,0,0,22,3901,19,0,371,1216,11,22,546,1639,8,-83,587,1412,4,-1272,-10,4950,2,5,5,4527,0,,,,0,11,546,8,587,False
FP1-EXP0004-C-228-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU1-FL30000,228,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,1,30000,3901,20,3825,56,0,0,20,3901,18,0,267,1216,11,22,546,1261,7,-83,826,1412,4,-1272,-10,4950,2,5,5,4527,0,,,,0,11,546,7,826,False
FP1-EXP0004-C-229-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU1-FL93000,229,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,1,93000,3901,13,3828,60,0,0,13,3901,11,80,427,1216,8,305,546,1080,6,-327,526,2420,4,-394,356,3046,2,-236,-236,2213,0,,,,0,8,546,6,526,False
FP1-EXP0004-C-230-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU1-FL185000,230,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,1,185000,3901,3,3835,63,0,0,3,3901,3,-613,-326,860,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-231-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU2-FL0,231,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,2,0,3901,21,3823,57,0,0,21,3901,18,0,427,1323,10,274,546,1581,6,587,826,1412,4,-1272,-10,4950,2,5,5,4527,0,,,,0,10,546,6,826,False
FP1-EXP0004-C-232-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU2-FL6000,232,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,2,6000,3901,19,3825,57,0,0,19,3901,17,1,504,1216,9,483,741,1581,5,826,1213,1412,4,-1272,-10,4950,2,5,5,4527,0,,,,0,9,741,5,1213,True
FP1-EXP0004-C-233-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU2-FL30000,233,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,2,30000,3901,18,3826,57,0,0,18,3901,16,0,427,1089,9,483,636,917,5,587,826,1412,4,-1272,-10,4950,2,5,5,4527,0,,,,0,9,636,5,826,False
FP1-EXP0004-C-234-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU2-FL93000,234,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,2,93000,3901,13,3828,60,0,0,13,3901,11,80,427,1216,8,305,546,1080,6,-327,526,2420,4,-394,356,3046,2,-236,-236,2213,0,,,,0,8,546,6,526,False
FP1-EXP0004-C-235-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU2-FL185000,235,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,2,185000,3901,3,3835,63,0,0,3,3901,3,-613,-326,860,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-236-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU3-FL0,236,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,3,0,3901,18,3825,58,0,0,18,3901,15,1,427,1216,7,483,636,1520,5,526,826,1412,4,-10,356,4950,2,-236,-236,4527,0,,,,0,7,636,5,826,False
FP1-EXP0004-C-237-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU3-FL6000,237,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,3,6000,3901,16,3827,58,0,0,16,3901,14,124,427,1216,7,483,636,1520,5,526,826,1412,4,-10,356,4950,2,-236,-236,4527,0,,,,0,7,636,5,826,False
FP1-EXP0004-C-238-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU3-FL30000,238,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,3,30000,3901,16,3827,58,0,0,16,3901,14,124,427,1216,7,483,636,1520,5,526,826,1412,4,-10,356,4950,2,-236,-236,4527,0,,,,0,7,636,5,826,False
FP1-EXP0004-C-239-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU3-FL93000,239,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,3,93000,3901,13,3828,60,0,0,13,3901,11,80,427,1216,8,305,546,1080,6,-327,526,2420,4,-394,356,3046,2,-236,-236,2213,0,,,,0,8,546,6,526,False
FP1-EXP0004-C-240-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU3-FL185000,240,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,3,185000,3901,3,3835,63,0,0,3,3901,3,-613,-326,860,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-241-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU4-FL0,241,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,4,0,3901,16,3826,59,0,0,16,3901,13,0,202,860,6,305,483,546,6,-321,-47,1009,4,-10,356,4387,2,-236,-236,4013,0,,,,0,6,483,6,-47,False
FP1-EXP0004-C-242-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU4-FL6000,242,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,4,6000,3901,15,3827,59,0,0,15,3901,13,0,202,860,6,305,483,546,6,-321,-47,1009,4,-10,356,4387,2,-236,-236,4013,0,,,,0,6,483,6,-47,False
FP1-EXP0004-C-243-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU4-FL30000,243,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,4,30000,3901,15,3827,59,0,0,15,3901,13,0,202,860,6,305,483,546,6,-321,-47,1009,4,-10,356,4387,2,-236,-236,4013,0,,,,0,6,483,6,-47,False
FP1-EXP0004-C-244-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU4-FL93000,244,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,4,93000,3901,12,3828,61,0,0,12,3901,9,80,202,860,6,305,410,1080,5,-327,929,1808,4,-394,356,2403,2,-236,-236,1611,0,,,,0,6,410,5,929,False
FP1-EXP0004-C-245-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU4-FL185000,245,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,4,185000,3901,3,3835,63,0,0,3,3901,3,-613,-326,860,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-246-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU8-FL0,246,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,8,0,3901,7,3832,62,0,0,7,3901,5,-466,-214,0,5,-357,483,1080,4,-622,826,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,5,483,4,826,False
FP1-EXP0004-C-247-ROBUST_1-R1500-T5-U9-PD2500-6500-RB2300-BU8-FL6000,247,ROBUST_1,FP1-EXP0003-B-030-ROBUST_1-R1500-T5-U9-PD2500-6500,1500,5,9,2500,6500,2300,8,6000,3901,7,3832,62,0,0,7,3901,5,-466,-214,0,5,-357,483,1080,4,-622,826,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,5,483,4,826,False
